"STATION","NAME","DATE","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN"
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-06-18","0.00",,"0.0","0.0","84","97","73",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-06-19","1.43",,"0.0","0.0","73","81","66",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-06-20","0.00",,"0.0","0.0","74","86","65",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-06-21","0.24",,"0.0","0.0","79","91","65",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-06-22","0.00",,"0.0","0.0","76","91","65",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-06-23","0.03",,"0.0","0.0","77","86","66",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-06-24","0.00",,"0.0","0.0","77","91","62",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-06-25","0.00",,"0.0","0.0","81","94","68",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-06-26","0.00",,"0.0","0.0","83","95","71",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-06-27","0.00",,"0.0","0.0","85","96","75",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-06-28","0.00",,"0.0","0.0","85","94","76",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-06-29","0.00",,"0.0","0.0","84","97","76",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-06-30","0.00",,"0.0","0.0","87","100","77",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-07-01","0.00",,"0.0","0.0","87","98","74",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-07-02","0.00",,"0.0","0.0","88","99","77",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-07-03","0.31",,"0.0","0.0","80","92","69",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-07-04","0.00",,"0.0","0.0","81","94","69",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-07-05","0.00",,"0.0","0.0","83","94","70",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-07-06","0.00",,"0.0","0.0","83","93","75",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-07-07","0.00",,"0.0","0.0","82","96","71",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-07-08","0.00",,"0.0","0.0","84","98","72",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-07-09","0.78",,"0.0","0.0","81","90","66",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-07-10","1.02",,"0.0","0.0","81","88","70",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-07-11","0.00",,"0.0","0.0","83","98","73",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-07-12","0.00",,"0.0","0.0","84","94","72",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-07-13","0.00",,"0.0","0.0","81","93","72",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-07-14","0.06",,"0.0","0.0","84","95","71",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-07-15","0.03",,"0.0","0.0","83","91","73",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-07-16","0.15",,"0.0","0.0","79","88","72",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-07-17","0.00",,"0.0","0.0","85","97","77",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-07-18","0.00",,"0.0","0.0","87","98","75",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-07-19","0.00",,"0.0","0.0","85","96","72",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-07-20","0.08",,"0.0","0.0","85","94","73",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-07-21","1.14",,"0.0","0.0","78","89","71",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-07-22","0.00",,"0.0","0.0","83","93","72",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-07-23","0.00",,"0.0","0.0","83","92","73",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-07-24","0.00",,"0.0","0.0","84","94","75",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-07-25","0.00",,"0.0","0.0","84","94","74",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-07-26","0.00",,"0.0","0.0","84","95","73",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-07-27","0.22",,"0.0","0.0","80","83","73",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-07-28","0.08",,"0.0","0.0","77","84","73",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-07-29","0.56",,"0.0","0.0","79","89","70",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-07-30","0.24",,"0.0","0.0","77","86","69",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-07-31","0.00",,"0.0","0.0","74","84","66",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-08-01","0.00",,"0.0","0.0","75","87","64",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-08-02","0.00",,"0.0","0.0","76","84","68",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-08-03","0.00",,"0.0","0.0","74","84","61",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-08-04","0.00",,"0.0","0.0","72","82","61",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-08-05","0.03",,"0.0","0.0","72","87","63",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-08-06","0.00",,"0.0","0.0","75","83","68",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-08-07","0.02",,"0.0","0.0","80","94","73",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-08-08","0.00",,"0.0","0.0","85","99","75",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-08-09","0.01",,"0.0","0.0","85","100","76",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-08-10","0.71",,"0.0","0.0","83","90","71",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-08-11","0.00",,"0.0","0.0","79","89","70",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-08-12","0.03",,"0.0","0.0","77","89","70",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-08-13","0.00",,"0.0","0.0","82","92","72",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-08-14","0.00",,"0.0","0.0","82","93","74",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-08-15","0.00",,"0.0","0.0","85","98","75",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-08-16","0.00",,"0.0","0.0","79","87","70",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-08-17","0.00",,"0.0","0.0","80","95","68",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-08-18","0.00",,"0.0","0.0","77","90","60",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-08-19","0.00",,"0.0","0.0","74","87","61",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-08-20","0.00",,"0.0","0.0","75","89","61",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-08-21","0.00",,"0.0","0.0","74","84","63",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-08-22","0.00",,"0.0","0.0","76","93","61",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-08-23","0.00",,"0.0","0.0","78","95","61",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-08-24","0.00",,"0.0","0.0","80","96","62",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-08-25","0.00",,"0.0","0.0","80","95","65",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-08-26","0.00",,"0.0","0.0","80","95","65",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-08-27","0.00",,"0.0","0.0","78","93","65",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-08-28","0.00",,"0.0","0.0","83","99","67",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-08-29","0.25",,"0.0","0.0","78","82","69",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-08-30","0.00",,"0.0","0.0","74","87","66",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-08-31","0.00",,"0.0","0.0","76","83","68",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-09-01","0.07",,"0.0","0.0","75","86","70",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-09-02","0.00",,"0.0","0.0","75","84","66",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-09-03","0.00",,"0.0","0.0","75","94","63",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-09-04","0.00",,"0.0","0.0","77","90","65",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-09-05","0.00",,"0.0","0.0","80","93","67",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-09-06","0.00",,"0.0","0.0","82","97","71",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-09-07","0.00",,"0.0","0.0","82","98","69",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-09-08","0.02",,"0.0","0.0","69","74","47",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-09-09","1.28",,"0.0","0.0","49","50","47",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-09-10","0.16",,"0.0","0.0","51","58","47",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-09-11","0.02",,"0.0","0.0","56","64","53",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-09-12","0.00",,"0.0","0.0","63","80","53",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-09-13","0.00",,"0.0","0.0","69","82","55",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-09-14","0.00",,"0.0","0.0","68","78","56",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-09-15","0.00",,"0.0","0.0","68","81","56",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-09-16","0.00",,"0.0","0.0","71","83","62",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-09-17","0.00",,"0.0","0.0","70","80","58",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-09-18","0.00",,"0.0","0.0","65","77","54",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-09-19","0.00",,"0.0","0.0","65","79","56",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-09-20","0.00",,"0.0","0.0","65","77","52",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-09-21","0.00",,"0.0","0.0","66","80","56",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-09-22","0.00",,"0.0","0.0","65","73","59",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-09-23","0.00",,"0.0","0.0","68","78","58",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-09-24","0.00",,"0.0","0.0","68","86","53",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-09-25","0.00",,"0.0","0.0","74","93","62",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-09-26","0.00",,"0.0","0.0","76","94","63",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-09-27","0.03",,"0.0","0.0","69","73","52",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-09-28","0.00",,"0.0","0.0","58","72","45",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-09-29","0.00",,"0.0","0.0","59","80","41",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-09-30","0.00",,,,"64","84","46",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-10-01","0.00",,"0.0","0.0","59","68","41",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-10-02","0.00",,"0.0","0.0","54","74","38",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-10-03","0.00",,"0.0","0.0","58","72","49",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-10-04","0.00",,"0.0","0.0","55","71","36",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-10-05","0.00",,"0.0","0.0","61","81","45",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-10-06","0.00",,"0.0","0.0","65","87","48",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-10-07","0.00",,"0.0","0.0","68","92","51",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-10-08","0.00",,"0.0","0.0","72","89","58",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-10-09","0.00",,"0.0","0.0","71","85","58",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-10-10","0.00",,"0.0","0.0","69","83","60",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-10-11","0.00",,"0.0","0.0","72","89","59",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-10-12","0.00",,"0.0","0.0","66","74","48",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-10-13","0.00",,"0.0","0.0","60","82","43",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-10-14","0.00",,"0.0","0.0","66","87","52",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-10-15","0.00",,"0.0","0.0","62","64","46",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-10-16","0.00",,"0.0","0.0","52","66","41",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-10-17","0.00",,"0.0","0.0","59","73","50",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-10-18","0.00",,"0.0","0.0","51","57","43",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-10-19","0.00",,"0.0","0.0","46","50","43",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-10-20","0.01",,"0.0","0.0","46","50","43",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-10-21","0.05",,"0.0","0.0","51","60","47",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-10-22","0.00",,"0.0","0.0","69","87","43",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-10-23","0.01",,"0.0","0.0","44","48","37",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-10-24","0.00",,"0.0","0.0","38","42","35",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-10-25","0.00",,"0.0","0.0","39","40","30",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-10-26","0.26",,"1.3","1.2","28","30","24",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-10-27","0.34",,"0.3","1.0","28","32","27",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-10-28","1.18",,"0.0","0.0","34","42","32",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-10-29","0.21",,"0.0","0.0","44","54","33",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-10-30","0.00",,"0.0","0.0","45","67","32",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-10-31","0.00",,"0.0","0.0","53","68","42",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-11-01","0.00",,"0.0","0.0","50","59","36",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-11-02","0.00",,"0.0","0.0","48","69","32",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-11-03","0.00",,"0.0","0.0","54","75","41",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-11-04","0.00",,"0.0","0.0","58","72","49",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-11-05","0.00",,"0.0","0.0","58","73","46",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-11-06","0.00",,"0.0","0.0","55","73","41",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-11-07","0.00",,"0.0",,"63","75","53",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-11-08","0.00",,"0.0",,"63","74","56",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-11-09","0.00",,"0.0",,"65","69","63",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-11-10","0.15",,,,"49","64","29",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-11-11","0.00",,"0.0",,"40","57","28",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-11-12","0.00",,"0.0","0.0","42","59","32",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-11-13","0.00",,"0.0","0.0",,"47","24",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-11-14","0.00",,"0.0","0.0",,"76","47",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-11-15","0.00",,"0.0","0.0",,"59","33",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-11-16","0.00",,"0.0",,,"71","29",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-11-17","0.00",,"0.0",,,"68","30",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-11-18","0.00",,"0.0","0.0","56","70","46",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-11-19","0.00",,"0.0","0.0","63","75","53",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-11-20","0.00",,"0.0","0.0","56","60","47",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-11-21","0.28",,"0.0","0.0","51","55","42",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-11-22","0.00",,"0.0","0.0","45","56","29",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-11-23","0.00",,"0.0","0.0","39","51","28",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-11-24","0.30",,"0.0","0.0","51","54","40",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-11-25","0.00",,"0.0","0.0","42","49","30",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-11-26","0.00",,"0.0","0.0","42","60","29",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-11-27","0.00",,"0.0","0.0","44","55","27",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-11-28","0.00",,"0.0","0.0","38","53","25",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-11-29","0.02",,"0.0","0.0","42","48","31",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-11-30","0.00",,"0.0","0.0","33","45","21",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-12-01","0.00",,"0.0","0.0","35","51","25",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-12-02","0.38",,"0.0","0.0","37","46","28",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-12-03","0.10",,"1.3","1.0","35","41","26",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-12-04","0.00",,"0.0",,"33","54","22",
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-12-05",,,,,"40",,,
"USW00003928","WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US","2020-12-06",,,,,"39",,,
